mal_id,name,birthday,favorites,about,main_picture
6380,Masashi Sugawara,1962-07-14 00:00:00+00:00,7,,https://cdn.myanimelist.net/images/voiceactors/2/11722.jpg
6695,Ai Matayoshi,1983-04-02 00:00:00+00:00,7,"Aqua Kids (TV) as Popo
Aria the Animation (TV) as Girl B (ep 8); Undine 2 (ep 6)
Gintama (TV) as Maid (Ep. 109)
Magical Girl Lyrical Nanoha StrikerS (TV) as Due
Maria Watches Over Us (TV) as Kindergartner (ep 9)
Noramimi (TV) as Boy of recollection (ep 5)
Shonen Onmyouji (TV) as Princess
Yozakura Quartet (TV) as Rin Azuma",https://cdn.myanimelist.net/images/voiceactors/1/57434.jpg
6805,Kazuhisa Takenouchi,,7,,
6894,Takako Matsu,1977-06-10 00:00:00+00:00,7,(1.66 m),https://cdn.myanimelist.net/images/voiceactors/3/54360.jpg
7259,Gaby Ugarte,1984-12-22 00:00:00+00:00,7,Twitter: @GABRIELAUGARTE,https://cdn.myanimelist.net/images/voiceactors/2/6782.jpg
7302,Frédérique Marlot,,7,French voice actor.,https://cdn.myanimelist.net/images/voiceactors/2/69935.jpg
7364,Hikaru Ikeda,,7,,https://cdn.myanimelist.net/images/voiceactors/2/4320.jpg
7499,Seiki Tamura,,7,,
7501,Michihiko Suwa,,7,,https://cdn.myanimelist.net/images/voiceactors/3/18105.jpg
7530,Norihiro Takamoto,,7,,https://cdn.myanimelist.net/images/voiceactors/1/25891.jpg
7561,Itsurou Kawasaki,,7,"Birth place: Tokyo, Japan

Itsurou Kawasaki joined I.G Tatsunoko as animator and stayed there after the studio's renaming to Production I.G in 1993. During that time he rose from animator to director. Today he is still working at Production I.G but has also often worked as director and storyboarder on series for animation studio Zexcs. Moreover he also works often as screenwriter, mostly on series he also directs.

Twitter: @itsuro_k",https://cdn.myanimelist.net/images/voiceactors/3/44221.jpg
7603,Alessandro Quarta,1970-05-17 00:00:00+00:00,7,"Birthplace: Rome, Italy",https://cdn.myanimelist.net/images/voiceactors/3/4734.jpg
7621,John Ledford,,7,"John Ledford is an entrepreneur and leader in the North American anime industry. In 1992, he founded A.D. Vision (ADV), paving the way for other businesses and the exponential growth anime has had within North America. With ADV's success, Ledford turned his sights to making the imaginative world of anime even more accessible with Anime Network's founding, North America’s first cable TV network dedicated to anime. 

He partnered with Kadokawa Publishing and began Newtype USA with translated Japanese content and exclusive U.S. material related to all things anime, manga, and model reviews. This endeavor expanded into ADV Manga, which obtained licensing and publishing rights for hundreds of Japanese manga and Korean manhwa.

In 2008, Ledford founded a new anime-focused company called Sentai Filmworks (Sentai). Since its founding, Sentai provides thousands of hours of content across traditional and digital platforms.

Ledford’s most recent success is with the 2017 founding of the streaming service HIDIVE. Since launching, HIDIVE is now available via a web browser, mobile devices, gaming platforms, and more. HIDIVE offers new simulcasts every season, an ever-growing collection of dubs, and exclusive titles. The service features DUBCAST SM editions, early access local-language dubs of simulcasts directly produced by HIDIVE, as early as two weeks after the original Japanese broadcast.

For nearly thirty years now, Ledford continues his goal to further the expansion of anime and the Japanese culture as a whole.",https://cdn.myanimelist.net/images/voiceactors/2/17169.jpg
7664,Hirohiko Kakegawa,1964-10-11 00:00:00+00:00,7,,https://cdn.myanimelist.net/images/voiceactors/3/17393.jpg
7698,Hiroshi Shirokuma,1979-08-04 00:00:00+00:00,7,"Birthplace: Yokohama, Kanagawa Prefecture, Japan
Blood type: AB",https://cdn.myanimelist.net/images/voiceactors/3/54911.jpg
7763,István Baráth,1990-11-15 00:00:00+00:00,7,,https://cdn.myanimelist.net/images/voiceactors/3/28043.jpg
7914,Jirou Saitou,,7,"Birth place: Tochigi, Japan
Blood type: B
Height: 176 cm",https://cdn.myanimelist.net/images/voiceactors/3/54843.jpg
7987,Ami Shizuki,1974-09-28 00:00:00+00:00,7,"Known as ""Dynamite"" Ami, she has done the voice acting for several female protagonists in various different hentai OVA's",https://cdn.myanimelist.net/images/voiceactors/3/5261.jpg
8059,Katsuhiko Nishijima,1960-02-04 00:00:00+00:00,7,,
8299,Akihiko Yamashita,,7,,https://cdn.myanimelist.net/images/voiceactors/1/53303.jpg
8489,Yuriko Kaida,,7,"Trained at Kunitachi College of Music, after graduation, she became a studio/live musician, providing vocals and backing chorus to numerous artists in record studios and on tours.

Yuriko Kaida is a long-time Kajiura vocalist, they first met on NOIR project in 2001. Indeed, she is the singer of the songs which made Yuki break into the anime world : Canta per Me, Lullaby and Salva Nos. Whether it be on the chorus or as a main vocal, it is not rare to hear Yuriko Kaida’s voice in Yuki’s works.

(source: www.canta-per-me.net)",https://cdn.myanimelist.net/images/voiceactors/1/10109.jpg
8640,Notari Hinemosu,,7,"Birth place: Okayama Prefecture, Japan
Doujin circle: Hinemosuan (終日庵)

Twitter: @hinemosu",
9147,Yumeha Kouda,1992-04-18 00:00:00+00:00,7,"Birth place: Tokyo, Japan

Blog: http://dreamwave-yumeha.cocolog-nifty.com/blog/",https://cdn.myanimelist.net/images/voiceactors/2/30239.jpg
9320,Shinichiro Inoue,,7,"About:
President and CEO, Kadokawa Shoten Co., Ltd.
President and CEO, Kadokawa Production Co., Ltd.
Chairman, Fujimi Shobo Co., Ltd.",https://cdn.myanimelist.net/images/voiceactors/3/55490.jpg
9490,Tooru Nakano,1959-04-14 00:00:00+00:00,7,"Nakano Tooru is a sound director and sound producer. He uses the hiragana variation of his name for sound direction (since 2003) and his real name 中野徹 for sound production work.

(Source: AniDB)",https://cdn.myanimelist.net/images/voiceactors/2/41972.jpg
9559,Saki Takarai,,7,"Blood type: A
Gender: female",https://cdn.myanimelist.net/images/voiceactors/2/22397.jpg
9677,Yasuhiro Mamiya,1981-12-07 00:00:00+00:00,7,"Birth place: Chiba Prefecture, Japan
Blood type: AB
Height: 174 cm
Weight: 102 kg

Agency profile: http://kenyu-office.com/mamiyayasuhiro/",https://cdn.myanimelist.net/images/voiceactors/1/10693.jpg
9690,Masaki Kurihara,,7,Often works with Kuricorder Pops Orchestra,https://cdn.myanimelist.net/images/voiceactors/2/7431.jpg
9816,Nobuaki Kanemitsu,,7,"Birth place: Kobe, Hyogo, Japan
Blood type: B
Interests:
- Sports (ball game)
- Child care
- Horse racing",https://cdn.myanimelist.net/images/voiceactors/3/29555.jpg
9856,Susumu Kudou,,7,,https://cdn.myanimelist.net/images/voiceactors/2/35477.jpg
9893,Hiroki Uchi,1986-09-10 00:00:00+00:00,7,"Height: 175cm
Weight: 52kg
Star sign: Virgo
Blood type: AB
Hometown: Habikino, Osaka Prefecture, Japan

Profession: 
Actor and Singer (Former Kanjani8 and NewS member)

Acting Roles: 
Yamato Nadeshiko Shichi Henge - Oda Takenaga
Osen -  Ezaki Yoshio
Isshun no Kaze ni Nare - Kamiya Shinji
Ganbatte Ikimasshoi - Nakata Saburo
Boku no Ikiru Michi 
Doremisora -  Katsumi Mori",https://cdn.myanimelist.net/images/voiceactors/3/7890.jpg
10041,Hijiri Anze,,7,Blood Type : A,
10208,Hisaya Morishige,1913-05-04 00:00:00+00:00,7,"Hometown: Hirakata, Osaka prefecture, Japan

Morishige Hisaya (May 4, 1913 - November 10, 2009) was an actor and comedian. Born in Hirakata, Osaka prefecture, Japan, he graduated from what was known under the old education system as Kitano Middle School (now Kitano High School), and subsequently attended Waseda University. He began his career as a stage actor, then became an announcer for NHK, working in Manchuria. He became famous in films first for comedy roles, appearing in many of the famous comedy series, such as the Company President (Shacho) and Station Front (Ekimae) series, produced by Toho. But he also showed his talents in many serious roles as well, appearing in nearly 250 films in his life, in both contemporary (gendaigeki) and jidaigeki roles. He was also famous on stage playing Teyve in the Japanese version of Fiddler on the Roof. He also appeared in television series and specials, and was the first guest on the television talk show Tetsuko's Room in 1975, beginning its ongoing (as of 2006) 31-year run. He was long-time head of the Japan Actors Union. Among many honors, Morishige received the Order of Culture from the Emperor of Japan in 1991.

Morishige Hisaya died of natural causes in a Tokyo hospital at 8:16 A.M. on November 10, 2009, at the age of 96.

(Source: AniDB)",https://cdn.myanimelist.net/images/voiceactors/3/8467.jpg
10457,Miecohouse Matsumoto,,7,"Female
Blood type: A
Birth place: Tokyo, Japan

Draws non BL manga under the penname Okachimachi Hato (御徒町 鳩).

Twitter: @mieco_matsumoto, okachimachihato
Okachimachi Hato blog: http://yaplog.jp/hatochin/",
10736,Shigeru Kitayama,,7,,
10754,Darren Pleavin,,7,Darren Pleavin is a anime voice actor for Animax Asia.,https://cdn.myanimelist.net/images/voiceactors/1/16181.jpg
10781,Kanon,1980-03-09 00:00:00+00:00,7,"Kanon is a singer-songwriter born in the Tokyo Metropolitan Area in Japan. Her musical education overseas led her to develop a more western taste in music, which is evidently reflected in her music and composition style. Her debut in July of 2002 marked the beginning of what still is a colorful career and the revelation of an exceptionally unconventional genre in Japan—""New Age.""",https://cdn.myanimelist.net/images/voiceactors/2/9391.jpg
10844,Kana Oomura,,7,Alias: Oomura Kanako (大村 香奈子),https://cdn.myanimelist.net/images/voiceactors/3/11996.jpg
10906,Mano Sakamoto,,7,"Twitter: @mano_nonono
Tumblr: @manononono",
11092,Dave Bridges,1982-02-25 00:00:00+00:00,7,An English voice actor for Animax Asia.,https://cdn.myanimelist.net/images/voiceactors/1/10308.jpg
11531,Guilherme Lopes,1961-02-08 00:00:00+00:00,7,,https://cdn.myanimelist.net/images/voiceactors/1/41035.jpg
11613,Yuka Nishiguchi,1977-07-19 00:00:00+00:00,7,"Alias: Nao Hamura (葉村 夏緒)

Birth place: Kainan, Wakayama, Japan
Blood type: A
Height: 155 cm

TAB-Production profile
Twitter: @hamuranao",https://cdn.myanimelist.net/images/voiceactors/2/40069.jpg
11752,Hikaru Sugii,,7,,
12063,Takuro Takahashi,,7,,https://cdn.myanimelist.net/images/voiceactors/2/44530.jpg
12199,Fuminori Kizaki,,7,,https://cdn.myanimelist.net/images/voiceactors/2/11663.jpg
12280,Shinobu Matsumoto,1973-12-18 00:00:00+00:00,7,,https://cdn.myanimelist.net/images/voiceactors/2/42244.jpg
12281,Shinichi Ishihara,1960-05-26 00:00:00+00:00,7,,https://cdn.myanimelist.net/images/voiceactors/3/11769.jpg
12359,Pan Tachibana,,7,Twitter: @pan_baron,https://cdn.myanimelist.net/images/voiceactors/2/34267.jpg
12635,Kyoko Fukada,1982-11-02 00:00:00+00:00,7,"Profession: Actress, model, and singer 
Nicknames: Fuka-kyon, Kyokorin
Birthplace: Kita, Tokyo, Japan
Height: 163cm
Weight: 45kg
Star sign: Scorpio
Blood type: O
Movies/JDoramas: ""Kamikaze Girls"", ""Gakko ja Oshierarenai!"", ""Galileo"", ""Yama Onna Kabe Onna"", ""Ringu 2""",https://cdn.myanimelist.net/images/voiceactors/1/12605.jpg
12637,Miho Morikawa,1968-05-05 00:00:00+00:00,7,,https://cdn.myanimelist.net/images/voiceactors/2/12604.jpg
12724,Saori Hayashi,1985-11-10 00:00:00+00:00,7,"Birth place: Kanagawa Prefecture, Japan
Blood type: B
Height: 148cm

Twitter:
- http://twitter.com/#!/hayashisaori",https://cdn.myanimelist.net/images/voiceactors/2/12889.jpg
12953,Momo Kuraguchi,1991-02-12 00:00:00+00:00,7,Blood type: O,https://cdn.myanimelist.net/images/voiceactors/1/19319.jpg
13158,Michael,1998-06-02 00:00:00+00:00,7,"Real name: 村上マイケル昌爵（むらかみマイケルまさし）
Japanese name: 村上昌爵 (むらかみまさし)
Romaji (JP): Michael Masashi Murakami
Romaji (Ch): Jue Chang Michael Murakami

Blood type: A
Birthplace: Osaka, Japan",https://cdn.myanimelist.net/images/voiceactors/2/13456.jpg
13963,Graciela Molina,1977-10-22 00:00:00+00:00,7,"Voice actress well known for being the Iberic Spanish voice of Natalie Portman, Christina Ricci, Kristen Dunst and Brittany Murphy.",https://cdn.myanimelist.net/images/voiceactors/1/49254.jpg
14707,Hiroshi Kimura,,7,,
14777,Sang Hyeon Eom,1971-12-29 00:00:00+00:00,7,1998 EBS VOICE Actor in Korea,https://cdn.myanimelist.net/images/voiceactors/3/15323.jpg
14927,Seon Hye Kim,1974-08-18 00:00:00+00:00,7,2000 Tooniverse Voice Actor in Korea,https://cdn.myanimelist.net/images/voiceactors/3/15627.jpg
15329,Iimiya Hayato,,7,Iimiya Hayato is a voice actor for adult games and anime.,
15399,Lily Umiyuki,,7,"Doujin circle: Metro Light (メトロライト)

Twitter: @umiyukilily",
15617,Mami Ayukawa,1961-03-29 00:00:00+00:00,7,"Place of Birth-Shinjuku, Tokyo, Japan
Date of Birth-3/29/1961

Mami Ayukawa is a J-pop singer who was popular in the 80's anime scene who sang songs for three of Sunrise's mecha anime series of that decade which include; 1984's Heavy Metal L-Gaim, 1985's Mobile Suit Zeta Gundam, and 1987's Metal Armor Dragonar. She also has done a series of albums over the years outside of anime.",https://cdn.myanimelist.net/images/voiceactors/3/17031.jpg
16163,Asako Nishida,,7,Twitter: @asakonishida,https://cdn.myanimelist.net/images/voiceactors/3/25839.jpg
16171,Seiko Niizuma,1980-10-08 00:00:00+00:00,7,"Blood type: AB
Birth place: Inazawa, Aichi Prefecture, Japan",https://cdn.myanimelist.net/images/voiceactors/2/18499.jpg
16333,Takashi Kawabata,,7,,
16437,Kotora Byaku,,7,Twitter: @byaku42,https://cdn.myanimelist.net/images/voiceactors/3/21461.jpg
16557,Michiru Shimada,1959-05-19 00:00:00+00:00,7,"Hometown: Itabashi, Tokyo, Japan
Blood type: O
Death date: December 15, 2017",https://cdn.myanimelist.net/images/voiceactors/2/50235.jpg
16707,Atsushi Ootsuki,,7,,
17145,Airi Furukawa,1989-12-13 00:00:00+00:00,7,"Blood type: AB
Birth place: Aichi Prefecture, Japan

Also known as: Ruka Harukawa (春川 瑠花)

Airi Furukawa was a member of SKE48 until July 2015.  She is currently a freelance illustrator.

Announced Marriage on January 1, 2018.

https://ameblo.jp/atelier-a-13/",https://cdn.myanimelist.net/images/voiceactors/3/45829.jpg
17253,Emua,,7,"Doujin Circle: Clover Kai

Twitter: @emuaki

Current Residence: Saitama Prefecture, Japan",
17301,Miyu Takeuchi,1996-01-12 00:00:00+00:00,7,"Blood type: O
Birth place: Tokyo, Japan

Miyu Takeuchi was a member of AKB48's Team B. She graduated from AKB48 on December 25, 2018. Currently, she is active as a cover song artist on YouTube.

Twitter: @takemiyu112
Instagram: @miyusanno.official
YouTube: @Miyutakeuchitube",https://cdn.myanimelist.net/images/voiceactors/1/45828.jpg
17719,Monica Bertolotti,1975-12-23 00:00:00+00:00,7,"Birthplace: Bologna, Emilia-Romagna, Italy",https://cdn.myanimelist.net/images/voiceactors/3/20315.jpg
17759,Sunao Chikaoka,,7,Twitter: @suna_chika,https://cdn.myanimelist.net/images/voiceactors/2/46540.jpg
17849,Yasunori Honda,1943-05-30 00:00:00+00:00,7,"Yasunori Honda is a Japanese anime sound director who was born in Toyama Prefecture.

He is the representative and founder of Arts Pro. Honda worked in the economic department at the Toyama University.

On completing university, he worked at Tatsunoko Productions and later in September 1974, he founded Arts Pro. In 2014, at his own discretion dissolved Arts Pro, and went freelance. He has been a honorary member of the Japan Audio Producers' Association since June 2014.

Currently, Yasunori Honda typically works on anime produced by either MADHOUSE and Toei Animation.",https://cdn.myanimelist.net/images/voiceactors/3/54369.jpg
17877,Satomi Miwa,,7,"Hometown: 
Country: Japan",
18357,Michi Himeno,,7,"Himeno Michi is a Japanese animation artist and character designer. Her most famous work is on the TV series Saint Seiya.

In 1973 she began her collaboration with Araki Shingo working on Cutie Honey and went on to work at Toei Animation before forming Araki Productions with him in 1974. Together they have worked on many successful films and series. Typically, she works on the female characters while he works on the male.

Some of her most remarkable successes are Lupin III (1977), Berusaiyu no Bara (The Rose of Versailles, 1979), Hana no Ko Lunlun (The Flower Child Lunlun, 1979), Ulysses 31 (produced 1980, released 1981), Muugen Kidou SSX (Arcadia of My Youth: Endless Orbit SSX, 1982), and the OVA versions of Fuuma no Kojirou (1991).

International accreditation came with Saint Seiya (Knights of the Zodiac, 1986), for her elegant drawing style along with Araki's dynamic drawing style.

(Source: AniDB)",https://cdn.myanimelist.net/images/voiceactors/3/30543.jpg
18519,Mika Akitaka,1964-04-17 00:00:00+00:00,7,,https://cdn.myanimelist.net/images/voiceactors/1/43122.jpg
18701,Saori Kodama,1980-03-08 00:00:00+00:00,7,"Saori Kodama is a lyricist, born in Ishikawa Prefecture, Japan.",https://cdn.myanimelist.net/images/voiceactors/3/38914.jpg
18801,Sawako Hirabayashi,,7,Twitter: @sui_sui_sei,
19832,Naohito Fujiki,1972-07-19 00:00:00+00:00,7,"Height: 180cm
Weight: 65kg
Blood type: A
Birth place: Kurashiki, Okayama Prefecture, Japan
Hobbies: Swimming, tennis, and fishing.

Naohito Fujiki is a Japanese actor and singer, became an actor when he won a casting competition during his college years at Waseda University. As a pop singer, he has held many concerts all around Japan. He married his long time girlfriend in 2005 and she gave birth to their first child in December of 2006.",https://cdn.myanimelist.net/images/voiceactors/2/22525.jpg
20024,Ryoutarou Makihara,,7,Made his directorial debut with the anime film Hal which was shown in theaters in 2013.,https://cdn.myanimelist.net/images/voiceactors/2/39956.jpg
20204,Mirai Moriyama,1984-08-20 00:00:00+00:00,7,"Blood type: AB
Birth place: Hyogo Prefecture, Japan",https://cdn.myanimelist.net/images/voiceactors/1/22944.jpg
20222,Yui Hase,,7,,https://cdn.myanimelist.net/images/voiceactors/2/22964.jpg
20498,Chuck Powers,,7,"Birth Place: USA

He is the co-founder of Creative Fuzion, with Taaz Gill
Works on many English dub version of Singapore anime series.",https://cdn.myanimelist.net/images/voiceactors/3/21931.jpg
21449,Shina Suzaka,,7,"Twitter: @shina_gomad
pixiv: #585803",
21467,Gabriel Noya,1988-09-22 00:00:00+00:00,7,Son of Fátima Noya.,https://cdn.myanimelist.net/images/voiceactors/2/68353.jpg
21831,Ken Naitou,,7,,
22563,Koubun Shizuno,1972-09-02 00:00:00+00:00,7,Alternate name: KOBUN,https://cdn.myanimelist.net/images/voiceactors/1/53621.jpg
23927,Stephen Alpert,,7,"Stephen ""Steve"" M. Alpert is an American animator and former Disney executive who heads the overseas division of Studio Ghibli.",https://cdn.myanimelist.net/images/voiceactors/3/33839.jpg
23929,Hidetoshi Nishijima,1971-03-29 00:00:00+00:00,7,"Blood type: A
Birth place: Tokyo, Japan",https://cdn.myanimelist.net/images/voiceactors/1/26793.jpg
24095,Miharu Kobayashi,1995-08-24 00:00:00+00:00,7,"Birth place: United States

Miharu Kobayashi is a graduate of Nihon Narration Engi Kenkyuujo (NichiNare).",https://cdn.myanimelist.net/images/voiceactors/1/43757.jpg
24243,Jessica Barrier,,7,French voice actress.,https://cdn.myanimelist.net/images/voiceactors/3/67802.jpg
24923,Nilitsu,,7,"Doujin circle: Nilitsuhaihan

Twitter: @ann_nh
pixiv: #25594",
25277,Kim Hyung-tae,,7,,https://cdn.myanimelist.net/images/voiceactors/1/62788.jpg
25329,Satoshi Mikami,1968-06-08 00:00:00+00:00,7,"Hometown: Tokyo, Japan
Height: 171 cm
Weight: 60 kg",https://cdn.myanimelist.net/images/voiceactors/1/56194.jpg
25629,Takashi Kouchiyama,,7,"Ex-Sunrise producer, who together with Kobayashi Shin'ichirou left the company in 2002 to form Manglobe, where he acts as the managing director.

(Source: AniDB)",
25847,Rein Kuwashima,,7,"Doujin circle: Akaneiro no Sora

Twitter: @kuwashima_rein
pixiv: #62336",
26635,Atsushi Nakayama,,7,,https://cdn.myanimelist.net/images/voiceactors/2/42129.jpg
26645,Vincent de Boüard,,7,French voice actor.,https://cdn.myanimelist.net/images/voiceactors/1/69785.jpg
27193,Sanae Fuku,,7,"Birth place: Tokyo, Japan",https://cdn.myanimelist.net/images/voiceactors/3/44119.jpg
27743,Koume Fujichika,,7,Twitter: @hujiume,
27775,Shinichiro Kimura,,7,"Kimura Shinichirou was born October 4 in Hiroshima, Japan. He is a storyboarder and director. His nickname is Kimushin (キムシン), a shortened version of his name.

Kimura graduated from the Department of Art at Osaka University of Arts, majoring in Oil Painting. He entered university to get a teacher's license for arts.

He made his debut as animation director on Burn-Up Excess in 1998.

He was previously belonging to J.C.Staff and currently belongs to Studio Hibari. 

(Source: AniDB)",https://cdn.myanimelist.net/images/voiceactors/3/29193.jpg
28023,Amandine Longeac,,7,French voice actress.,https://cdn.myanimelist.net/images/voiceactors/3/68601.jpg
28655,Shizutaka Sugahara,,7,,
29027,Kimiko Ueno,,7,,https://cdn.myanimelist.net/images/voiceactors/1/57917.jpg
29117,bermei.inazawa,1979-07-18 00:00:00+00:00,7,"bermei.inazawa (ベルメイ イナザワ) was born July 18, 1979 in Yokohama, Kanagawa Prefecture, Japan. He is a composer and arranger. In 2000, he started the doujin music circle studioCampanella. In 2007 he formed the unit anNina with Annabel.",https://cdn.myanimelist.net/images/voiceactors/3/30463.jpg
29251,Saki Minase,,7,"Minase Saki is primarily a voice actor for adult games. She once belonged to Pro Fit.

Katakura Hina (片倉ひな) is an alias of her.

(source: AniDB)",https://cdn.myanimelist.net/images/voiceactors/3/30613.jpg
29347,Hiromichi Tezuka,,7,"Birth place: Ibaraki Prefecture, Japan

Twitter: @new_wave_hirock",https://cdn.myanimelist.net/images/voiceactors/1/54412.jpg
29363,Kakeru Kobashiri,,7,Twitter: @kobashirikakeru,https://cdn.myanimelist.net/images/voiceactors/3/45518.jpg
29629,Shiori Tamai,1995-06-04 00:00:00+00:00,7,"Tamai Shiori (born June 04, 1995 in Kanagawa Prefecture, Japan) is an idol singer, a member of the girl group Momoiro Clover Z.

Her image color in the group Momoiro Clover Z is yellow. Her self-introduction is ""This is a spoiled crybaby, everyone's kid sister Tamai Shiori a.k.a. Shiorin"" (泣き虫で甘えん坊なみんなの妹, しおりんこと玉井詩織です?).

Source: Wiki",https://cdn.myanimelist.net/images/voiceactors/1/30891.jpg
30881,Shin Matsuo,,7,,
31169,Shingo Fujii,1983-11-04 00:00:00+00:00,7,,
31999,Nanako Matsushima,1973-10-13 00:00:00+00:00,7,"Blood type: A
Birth place: Yokohama, Kanagawa Prefecture, Japan",https://cdn.myanimelist.net/images/voiceactors/1/33045.jpg
32297,Ozan Ünal,1980-10-16 00:00:00+00:00,7,Also known as: Ozan Uenal,https://cdn.myanimelist.net/images/voiceactors/1/33291.jpg
32459,ZONE,,7,"ZONE (ゾーン) was an all-female pop rock band started in Sapporo, Japan in 1999. Though it initially started as a dance group, they turned to an all female band. Zone has been categorized in a new genre called ""bandol"" (a portmanteau of the words band and idol). The band was started by Studio RunTime and released their first single under the major record label Sony Records, ""Good Days"", on February 7, 2001.

Their most famous song is ""Secret Base: Kimi ga Kureta Mono"" released on August 8, 2001. The single sold about 744,000 copies on Japanese Oricon charts.

At first, Zone started off with eight members in 1997, then reduced to six and finally four - these members were Nagase Miyu, Saito Mizuho, Sakae Maiko, and Ookoshi Takayo - by the time they released their first indie disc in 1999.

Ominami Tadayuki, a representative of Sony Records, noticed that the crowd reaction to the debut concert was particularly enthusiastic. Back then, Zone was solely concentrated on singing and dancing. Following his belief that Zone had the makings of a hit, Tadayuki watched a live video of the band playing with instruments at the KomeKome Klub and felt that, due to the overabundance of dance groups, Zone had the makings of a breakthrough act, providing they could play their instruments as well as sing and dance.

In late 2003, Ookoshi Takayo announced her graduation from Zone to pursue her studies and has been since replaced by Nishimura Tomoka, one of the two original members cut from the band when they scaled from six members to four.

Between 1999 and 2005, Zone released seventeen hit singles, three full lengths CDs, three DVDs, did commercials, and had their own television special, in addition to attending high school. They all graduated.

Zone officially disbanded on April 1, 2005, after playing their final concert at Nippon Budokan. On April 13, their greatest hits album E: Complete A Side Singles was released. The album debuted at #1 with the first week sales of about 98,000 copies, becoming their first number-one album on Japanese Oricon charts.

(Source: AniDB)",https://cdn.myanimelist.net/images/voiceactors/3/54081.jpg
33763,Takahiko Abiru,1980-02-23 00:00:00+00:00,7,,https://cdn.myanimelist.net/images/voiceactors/3/62730.jpg
33897,Daisuke Takahashi,,7,"Birth place: Nara Prefecture, Japan

ProTanc profile: link",https://cdn.myanimelist.net/images/voiceactors/2/34881.jpg
33953,Sarara Yashima,,7,"Blood type: A
Birth place: Osaka Prefecture, Japan

Sarara Yashima is a former member of the idol unit Afilia Saga, where she went by the stage name of Raymee Heavenly. She also used the name Reimi Yukarino for seiyuu work prior to leaving Afilia Saga.

Twitter: @sarara_ya",https://cdn.myanimelist.net/images/voiceactors/2/43737.jpg
34291,Mari Doi,,7,"Birth place: Oita Prefecture, Japan",https://cdn.myanimelist.net/images/voiceactors/2/54782.jpg
35551,Alessandro Rossi,1955-10-12 00:00:00+00:00,7,"Birthplace: Rome, Italy",https://cdn.myanimelist.net/images/voiceactors/2/37233.jpg
36157,Tsuyoshi Takahashi,,7,"Takahashi Tsuyoshi, born May 19, is a voice actor from Akita Prefecture, Japan. He was affiliated with Aoni Production.

(Source: AniDB)",https://cdn.myanimelist.net/images/voiceactors/1/50013.jpg
37151,Susumu Nishizawa,1962-07-09 00:00:00+00:00,7,,https://cdn.myanimelist.net/images/voiceactors/3/59549.jpg
37439,Tooru Yoshida,1961-02-07 00:00:00+00:00,7,"Tooru Yoshida (よしだ とおる) was born February 7, 1961 in Kagawa Prefecture, Japan. 

He is an animator, mecha designer and director for anime. He graduated from Osaka Designers' College, where he studied under Taniguchi Moriyasu and joined Anime R thereafter. He is a lecturer at Amusement Media Academy and a member of the JAniCA.

(Source: AniDB)

Note: not to be confused with another Tooru Yoshida who was a planner and producer of films and TV series.",https://cdn.myanimelist.net/images/voiceactors/3/39603.jpg
37611,Kenichi Yamashita,,7,Twitter: @k_oneyama,
38123,Ken Yasuda,1973-12-08 00:00:00+00:00,7,"Birthplace: Hokkaido, Japan
Blood type: A

Profile: http://www.office-cue.com/profile_media/profile.php?t=3",https://cdn.myanimelist.net/images/voiceactors/1/40380.jpg
38628,Nachi Aono,,7,"Twitter: @aooont
pixiv: #514075",
39022,Yuuta Murano,,7,,https://cdn.myanimelist.net/images/voiceactors/1/53754.jpg
39282,Shiori Sugiura,,7,"Birth place: Aichi Prefecture, Japan

Profile: imenterprise.jp",https://cdn.myanimelist.net/images/voiceactors/1/57261.jpg
39291,Kiyoshi Matsuda,,7,,
39440,Fumihiko Takayama,,7,,https://cdn.myanimelist.net/images/voiceactors/1/44735.jpg
39442,Eva Bau,,7,Spanish voice actress.,
40026,Kiyoshi Egami,,7,,
40040,Henning Nöhren,1985-11-13 00:00:00+00:00,7,,https://cdn.myanimelist.net/images/voiceactors/2/40332.jpg
40087,Takayuki Yamaguchi,,7,,https://cdn.myanimelist.net/images/voiceactors/2/53606.jpg
40366,Takashi Andou,,7,,
40395,D-selections,,7,"D-selections is a vocal unit formed by DIVE II Entertainment.

Members
- Tatsuyuki Kobayashi
- Azuki Shibuya
- Yuki Wakai
- Yoshino Aoyama
- Mayu Yoshioka",https://cdn.myanimelist.net/images/voiceactors/3/43403.jpg
40461,Cuushe,,7,"Birth place: Kyoto, Kyoto Prefecture, Japan

Mayuko Hitotsuyanagi, known by the moniker Cuushe, is a vocalist affiliated with Flau Records.",https://cdn.myanimelist.net/images/voiceactors/3/43494.jpg
40647,Emi Mitsuki,,7,Twitter: @3tkemi1,https://cdn.myanimelist.net/images/voiceactors/2/42815.jpg
40693,Kousuke Miyoshi,1992-07-10 00:00:00+00:00,7,"Birth place: Kanagawa Prefecture, Japan

Twitter: @arondaitogarati",https://cdn.myanimelist.net/images/voiceactors/3/43766.jpg
41053,Mito,1975-05-06 00:00:00+00:00,7,"Birth place: Chiyoda, Tokyo, Japan

Mitsugu Ichikawa, better known by his pseudonym Mito, is a bassist with the Clammbon musical group.

Twitter: @micromicrophone",https://cdn.myanimelist.net/images/voiceactors/1/43995.jpg
41111,Takashi Suhara,,7,,https://cdn.myanimelist.net/images/voiceactors/1/43906.jpg
41315,Hideya Takahashi,,7,,
